"Long","Lat","Official","Date_","Species","Status","Comments","GlobalID","CreationDate","Creator","EditDate","Editor"
-84.39521733212669,33.763163492254435,"Incidental","2016-05-06 04:00:00","Ovenbird","Dead","Georgia Aquarium","{03060CC5-82AE-49A4-ADB7-547FDD1D6D0A}","","","",""
-84.36696208789601,33.846063341822465,"Survey","2017-10-25 11:52:41","Palm Warbler","Dead","Collected. Mary & Gavin ","{227D2E5B-8B1D-474D-9430-54C129395254}","","","",""
-84.39676283865725,33.77998903404621,"Survey","2017-08-22 10:20:30","Scarlet Tanager","Dead","ID TBD; Molecular Science & Engineering","{5A19AF38-4884-455C-B32C-54FF678FA157}","","","",""
-84.37738639177783,33.84924601964032,"Incidental","2016-03-20 15:00:00","Golden-crowned Kinglet","Dead","Pre spring check of routes","{77D0AE52-1A0C-4F82-B5C3-5563C4FEA064}","","","",""
-84.37290892968699,33.847831209971936,"Survey","2016-10-11 11:39:44","Tennessee Warbler","Dead","","{F00EFE5D-4B16-4E2F-8CD1-5615F5C7D39B}","","","",""
-84.36150803402212,33.8501965027037,"Survey","2016-10-13 12:01:12","Yellow-bellied Sapsucker","Dead","","{2F3CB87B-EBDB-4378-A254-565C1AFF315C}","","","",""
-84.36801234243065,33.8463335946736,"Survey","2016-04-25 11:06:15","American Robin","Dead","Likely AMRO. Been dead awhile, a few weeks?","{F6512C0F-9B47-431C-993F-56717337F034}","","","",""
-84.3966253847407,33.78002049458221,"Survey","2017-09-14 09:59:52","Common Yellowthroat","Dead","GTech; ID TBD; Molecular Science & Eng.","{CE99836A-0E94-41F8-9135-56B6766571E8}","","","",""
-84.37064721883829,33.84745193172298,"Survey","2017-09-28 13:08:42","Ruby-throated Hummingbird","Dead","","{1C3BA695-6223-4FBB-88C2-56B687CFCCCB}","","","",""
-84.37727642091907,33.849131298493084,"Incidental","2016-03-20 14:45:00","American Robin","Dead","","{4781499B-5C28-49AC-93E6-57870EBBB113}","","","",""
-84.39179535995196,33.748431595964384,"Incidental","2016-07-12 18:00:00","American Crow","Alive","Soft impact with lower floor window.","{208E26F3-FD4C-4605-9B12-579505D24AAC}","","","",""
-84.36617790446707,33.969092880253086,"Incidental","2016-10-07 18:19:50","Palm Warbler","Dead","","{E0747AC2-C6C6-40FE-A4B7-57B432C5A5F8}","","","",""
-84.37203433082469,33.84619051249984,"Survey","2016-10-09 13:36:53","Magnolia Warbler","Dead","","{C9AB5212-2D08-4A32-8B95-57B710E5F417}","","","",""
-84.33652117071384,33.942845210665496,"","","","","","{F909E132-CD44-425D-A559-580C405F2BB3}","","","",""
-84.33598168746995,33.94227940856151,"Incidental","2016-09-09 12:40:10","Ruby-throated Hummingbird","Dead","Found by cafe worker. put in bucket.","{8925DA38-BD3B-4792-8876-5829339189B8}","","","",""
-84.38848661053733,33.75671569667428,"Survey","2017-10-01 11:31:16","Ovenbird","Dead","1-2 days old","{435537E2-3920-4406-B2C9-58FEE43A6663}","","","",""
-84.37220414834599,33.8494370911479,"Survey","2016-05-23 11:58:05","Northern Cardinal","Dead","HY. Dark bill, brownish plumage.","{F73A1AF6-E90E-4CA1-89D4-5962C61D7A5F}","","","",""
-84.37067745253748,33.84703867626343,"Incidental","2016-07-02 23:28:36.000001","Ruby-throated Hummingbird","Dead","Steve","{8646D4B3-F775-4E7E-9556-59A2CA4BF311}","","","",""
-84.3901855008094,33.74853758829027,"Incidental","2017-05-15 18:23:26","Unknown Bird","Dead","old. possible WEVI","{4514A17C-A1C2-44DD-AAF3-59B3E1977964}","","","",""
-84.38508746994387,33.751874449204855,"","2016-11-13 12:23:10","Unknown Bird","Dead","wings and skeleton only","{26A91519-63D6-4F58-BB70-59BC9F6EDA2B}","","","",""
-84.3405948948817,33.932155398650615,"Survey","2017-04-13 13:07:08","Song Sparrow","Dead","","{56DE6434-79DD-4B69-900A-5A24BF4BDD6E}","","","",""
-84.39660163867447,33.77964409559629,"Survey","2016-10-04 12:34:43","Rose-breasted Grosbeak","Dead","Molecular Science and Engineering; S; bird bagged;","{EE1F9029-D3BB-4796-9C64-5A59663B4415}","","","",""
-84.38989920862664,33.748573438902724,"Incidental","2016-04-09 12:10:30","American Robin","Dead","old. skull visible ","{4EB6FE22-C288-43FC-B665-5A6353B2A652}","","","",""
-84.36382767722351,33.84985408988031,"Survey","2016-04-06 12:21:23","American Woodcock","Dead","Head only poss peregrine victim","{2C8ABD1D-B8E0-470D-8195-5A654D1CA8D7}","","","",""
-84.39565706105152,33.77414892588547,"Survey","2016-09-29 11:07:35","Ovenbird","Dead","Price Gilbert; S; bird bagged","{ADD05124-1621-4E9D-8D5A-5B01CE306C01}","","","",""
-84.39777606194095,33.77865345251603,"Survey","2016-04-09 13:28:00","Cedar Waxwing","Dead","Fresh","{2EE88FFA-1AB7-4A67-A357-5B0674976CAB}","","","",""
-84.39669117825042,33.777238649370965,"Survey","2017-10-31 11:07:02","Swainson's Thrush","Dead","GTech; Klaus Advanced Computing Bld.","{A37C6BAE-36B8-47AC-B542-5B074A4DD856}","","","",""
-84.3362907025378,33.94233635999731,"Incidental","2016-03-28 12:00:00","Cedar Waxwing","Dead","","{31C5FFA8-F89E-49A6-AE3A-5B3EBCEA09CB}","","","",""
-84.39084045260158,33.74852231048861,"Incidental","2016-04-05 04:00:00","Cedar Waxwing","Dead","city hall, no red tips on feathers","{98B05E8A-0911-4076-BC8C-5B4435B2FCFF}","","","",""
-84.39668746281839,33.77998665294574,"Survey","2017-04-30 10:13:23","Yellow-rumped Warbler","Dead","Molecular Science and Eng. Bld.; N side; Bagged;","{6F8CF2DB-3182-4580-8786-5B9D5A4DBEF6}","","","",""
-84.37260311082491,33.84799421834699,"Survey","2016-04-25 11:52:02","Northern Cardinal","Dead","Pile of feathers. Not sure about cause of death.","{A09BD408-D2BE-4F41-B13C-5BA62ED839AC}","","","",""
-84.40036481255368,33.776715830479596,"Survey","2016-04-26 12:04:10","American Goldfinch","Dead","Deteriorated same area as earlier findings","{7E22BB2C-85EC-4933-BD9C-5BACF79AC4F7}","","","",""
-84.3887916604415,33.758553756987325,"Survey","2017-04-29 13:21:14.000001","Cedar Waxwing","Dead","found in a group of seven birds that likely hit the overhead walkway","{767FAC6B-1F87-4F3D-A3CA-5C12C55D1A7F}","","","",""
-84.39119932506601,33.748681187093695,"Incidental","2017-10-30 14:00:00","Common Yellowthroat","Dead","Found by Jairo. Old","{3A3A31E3-8639-4DDC-9195-5C959AB2CFDE}","","","",""
-84.39567048367851,33.77616914630577,"Incidental","2017-10-26 11:01:35","Unknown Warbler","Dead","GTech School of Architectural Design","{35C05C62-42D4-4078-B4C9-5CB363622CA5}","","","",""
-84.37229097680641,33.845793635743895,"Survey","2016-10-24 11:11:31","Yellow-bellied Sapsucker","Dead","Hatch year","{B8F83E23-A369-45C1-9A92-5D02A888DA71}","","","",""
-84.33462026550404,33.77522948669554,"Incidental","2016-09-03 14:30:48","Wood Thrush","Dead","Found behind 36 Lullwater Estate","{69BDB7B1-7273-450A-A58C-5D16913E1393}","","","",""
-84.39121220960213,33.74864493990446,"Incidental","2016-04-09 12:40:52","Yellow-rumped Warbler","Dead","","{5EE65185-0E4F-421C-876E-5D46B70B2015}","","","",""
-84.2947027922176,33.82067696217573,"Incidental","2016-05-15 16:12:09","Swainson's Thrush","Dead","On front porch of private home. Had bled from Bill. No strike marks on window.","{455C0D1A-22D9-4F8C-99E2-5D6E466375D9}","","","",""
-84.38768315465227,33.761393192942705,"","2016-11-13 11:38:52.000001","American Woodcock","Dead","in flower bed, low window collision near ground.","{FEA6B214-F0B1-4790-AFD3-5E06F3A45802}","","","",""
-84.38806068692178,33.75344101696591,"Survey","2016-08-28 11:16:55","Ruby-throated Hummingbird","Dead","old. based id off of size.","{6B6AF73F-E159-4950-80C7-5E245C838875}","","","",""
-84.39054339860175,33.761224230883116,"Survey","2016-11-05 11:16:33","Unknown Bird","Dead","run over multiple times. decent sized bird. Thrush possible ","{40F4414F-DA65-473E-A47E-5E4282F75615}","","","",""
-84.36648306486401,33.8472287358092,"Survey","2016-09-26 11:31:03","Common Yellowthroat","Alive","","{F6D5878B-FF67-440E-829C-5E6BBB008E41}","","","",""
-84.39592584147613,33.773866283936805,"Survey","2017-04-10 11:31:24","Cedar Waxwing","Alive","Skiles Classroom Bld.; N side","{6D59B572-1D30-4B0E-BAAD-5EF0797C6FD1}","","","",""
-84.33609261772945,33.9424786869984,"Survey","2016-10-07 19:00:39","Tennessee Warbler","Dead","in bucket","{496113E6-BE70-4E43-B4BE-5F66FF1460BB}","","","",""
-84.36792780736917,33.846241685567136,"Survey","2016-08-22 10:56:31","Unknown Bird","Dead","old. appears to be a fledgling. decent sized though ","{7C06D93C-A8CC-4B74-99D4-5FD1E2AA6C15}","","","",""
-84.33616479826085,33.942582292582685,"Survey","2017-10-11 14:00:00","Unknown Bird","Dead","In bucket. 2 total. Old. Reported as AMGO but not positive","{3C3980F0-039B-4B4F-855B-601FE2F06937}","","","",""
-84.38427643676938,33.75229390211033,"Survey","2016-11-05 11:59:44","Unknown Bird","Dead","old. on glass awning. warbler size. possible Ovenbird","{BCD7B308-8A8E-4E2F-BAFB-60C275BEC079}","","","",""
-84.3902291122198,33.74856319843305,"Incidental","2017-05-15 18:11:08.000001","American Woodcock","Dead","old ","{E354792F-4478-456A-8A94-60D2948300EA}","","","",""
-84.39070210486129,33.748577731534006,"Incidental","2016-04-05 04:00:00","Cedar Waxwing","Dead","Atlanta City Hall, red tips","{60D79462-E773-4357-B59C-61027117D6AC}","","","",""
-84.3609592029094,33.850926163582,"","","","","","{56DEEEC0-2636-461D-96CF-612C7C2F5C29}","","","",""
-84.36125049331837,33.84985901903876,"Survey","2017-03-14 12:08:20","American Robin","Dead","","{01BC4FB9-7D52-4CFC-B172-6199BE4522FA}","","","",""
-84.39565992847392,33.774167078438786,"Survey","2016-11-01 11:18:04.000001","Unknown Bird","Dead","Price Gilbert: S; Advanced decomp.","{72A2B2CC-7F69-401D-B6A6-61A2F8102AE0}","","","",""
-84.37203146160567,33.84576976470608,"Survey","2017-09-28 12:41:33","American Robin","Dead","on glass awning.","{9212E695-315A-4350-B87B-622DF0279B79}","","","",""
-84.37061801999828,33.847366349769935,"Survey","2016-08-22 12:04:15","Ruby-throated Hummingbird","Dead","female, HY bird","{648DF424-D86A-48D9-B358-627222363471}","","","",""
-84.34062922220365,33.93219626069041,"Survey","2017-04-13 13:05:26","Brown Thrasher","Dead","","{D079F747-A083-4853-BD43-62E1FE0AF538}","","","",""
-84.37094758043499,33.84719065842853,"Survey","2016-11-14 12:25:23","White-throated Sparrow","Alive","Collected ","{FB497411-C3EF-4F9D-B29F-63314F9A284C}","","","",""
-84.3875119177928,33.77690307525311,"Survey","2017-04-11 11:32:05","Unknown Bird","Dead","Deteriorated","{73B247F0-647E-4395-B3E1-639FC04E1112}","","","",""
-84.3280060302542,33.92160890989157,"Survey","2016-08-26 12:31:55","Red-eyed Vireo","Alive","on ground, flew off","{54B7EC82-5112-437F-9BCD-63B07A30ECDC}","","","",""
-84.39040402588373,33.75850027448543,"Survey","2017-09-23 12:05:33","Black-and-white Warbler","Dead","live, maybe? put in paper bag","{62C1A27B-6F4F-41FF-9DBC-63FE0AB06A89}","","","",""
-84.37066349451459,33.84739654705594,"Survey","2016-03-23 12:38:44","American Robin","Dead","old. skeleton visible.","{A0713B10-FC0C-4F07-B7F9-6439B78DE5C3}","2016-03-23 12:40:21","Adam Betuel","",""
-84.39063660510067,33.748555764194926,"Incidental","2016-04-05 04:00:00","Cedar Waxwing","Dead","city hall, no red tips on feathers","{F504D7AA-4803-4BB0-89CD-6469739DC30D}","","","",""
-84.3363661637166,33.94279858335638,"Survey","2017-10-13 13:30:20.000001","Golden-winged Warbler","Dead","","{E53467C6-4E80-424E-B1B3-648BE9712595}","","","",""
-84.37104882236414,33.847236630762566,"Survey","2017-08-28 11:51:58","Ruby-throated Hummingbird","Dead","Skeleton. Discarded.","{7F93808A-4F21-4055-AFF3-64A168C130AE}","2017-08-28 11:52:01","Mary Kimberly ","",""
-84.395634043519,33.7783077963594,"Incidental","2016-10-11 10:44:30","Wood Thrush","Dead","Ford Bld.; bagged","{65878DFE-0F00-45FC-A58B-64AD0385A494}","","","",""
-84.38848267591638,33.756728544963636,"Survey","2017-10-14 10:50:17","","Alive","Color in photo may be deceiving because of flash.  Possible tennessee warbler.","{3FAE7324-9172-4350-85B4-64B6A5E07711}","","","",""
-84.37112705754055,33.84721473797005,"Incidental","2016-05-30 15:19:50","Downy Woodpecker","Dead","Steve ","{29F5AAE2-1845-46E8-9B9D-65098B06C6ED}","","","",""
-84.39092215976656,33.74845389123987,"Incidental","2017-04-26 04:00:00","Blue Grosbeak","Dead","Male. By blue bikes. Found by Ken Boff","{F13E86B9-9740-46BD-83BD-651BD340E5BC}","","","",""
-84.36718246529645,33.84650196649265,"Survey","2017-05-03 10:52:17","House Finch","Dead","female.","{36EA3597-0917-4404-89E1-65573B4D628D}","","","",""
-84.39593369185339,33.77391902059033,"Survey","2016-05-24 12:04:40","American Robin","Dead","juvi","{E8183A72-81A4-452E-979E-6625EC03AE52}","","","",""
-84.33620771437522,33.94256449102938,"Survey","2017-10-11 14:00:00","Unknown Bird","Dead","In bucket. Old. Reported as AMGO but not positive","{F7154B5C-3897-4353-87A4-664A2B69595B}","","","",""
-84.39078298916948,33.76218991901258,"Survey","2017-09-09 11:33:08","Ruby-throated Hummingbird","Dead","female; 3 found together, but we think one was here last week, behind fence","{92188F7D-B3E8-44B8-BE79-6663ABB8EA7D}","","","",""
-84.39193582322473,33.761891017471186,"Survey","2017-10-21 11:42:41","","Dead","Smashed, dessicated on vent at driveway.  Robin size.","{2E591AEF-807D-43DF-AA20-667043AE89D1}","","","",""
-84.37114566614167,33.84723484988436,"Incidental","2016-10-13 16:35:08","Yellow-bellied Sapsucker","Dead","Steve","{D391863A-B6E0-4155-90DC-66AD3F6156FF}","","","",""
-84.39076345440532,33.76218731411948,"Survey","2017-09-09 11:31:09","Ruby-throated Hummingbird","Dead","juvenile male","{182D503D-4E9A-4166-84F4-672251167D3D}","","","",""
-84.3705980612293,33.84732145185099,"Survey","2017-09-28 13:11:49","Tennessee Warbler","Dead","","{0633E215-2123-482B-AB31-672FB6E28A92}","","","",""
-84.37337514813292,33.84815505013717,"Incidental","2016-03-20 15:15:00","Yellow-rumped Warbler","Dead","old","{901FB2C0-C7F2-49F7-9B58-67334C78CD36}","","","",""
-84.38783772327163,33.797401129403525,"Incidental","2017-04-23 14:29:13","Veery","Dead","","{E2ADBF84-1342-46B8-AAF7-676461EF9E34}","","","",""
-84.36716141148115,33.84670245218742,"Survey","2016-04-11 11:19:44","Cedar Waxwing","Dead","Sun Trust Building","{5C0F1096-D382-41B2-B2AE-678D946EB2F2}","","","",""
-84.33600805751513,33.94203547831958,"Survey","2016-10-28 13:08:42","Golden-crowned Kinglet","Alive","","{99979A35-DE6F-4215-8945-681D60746B76}","","","",""
-84.36653181553616,33.84677458376923,"Survey","2016-10-13 11:40:08","Ovenbird","Dead","likely hit high up. ","{3CDD5CB9-3D63-4E49-9974-68928E5E4FE8}","","","",""
-84.39013500920223,33.74866826813348,"Survey","2017-09-26 13:05:29","Unknown Bird","Dead","","{6E3B72FC-7F3F-42A7-BF91-6997F4057838}","","","",""
-84.40195370681415,33.77504607034699,"Survey","2016-09-08 11:56:18.000001","Unknown Bird","Dead","only partial wing and leg remain; body discarded; Groesclose School of Industrial Sys. Engineering","{D2EBC027-3795-408C-A7FD-69D3C7789984}","","","",""
-84.37076663638057,33.84760768155545,"Survey","2016-09-19 11:24:14","Ruby-throated Hummingbird","Dead","Covered with ants. Discarded.","{DDDC5CB8-5E33-4243-A005-6A09C776051F}","","","",""
-84.39055286774315,33.74874315266186,"Incidental","2016-11-14 21:05:20","American Woodcock","Dead","","{B9C62540-C8C8-4AAA-82B6-6A103F94683E}","","","",""
-84.40134530392336,33.775790591855376,"Survey","2017-10-12 12:20:27","Unknown Warbler","Dead","GTech.; Groseclose Bld. and ISyE Bld.","{D98E7F1E-CE0F-4B86-8530-6A1515C226B1}","","","",""
-84.36796479729762,33.846240594048425,"Survey","2017-09-28 11:20:13.000001","Chestnut-sided Warbler","Dead","","{7E42B0C2-8CEC-4142-80B4-6A6855910969}","","","",""
-84.39634795982812,33.77845794514247,"Survey","2016-09-06 10:50:52","Baltimore Oriole","Dead","recent death; body still flexible;","{F284658D-D3F0-4231-8F35-6C73FCCE4AA3}","","","",""
-84.39072045654423,33.74893885480988,"","2016-04-13 12:05:08","Cedar Waxwing","Dead","few days old at least","{8433202D-E503-4BD7-AFC1-6D52929313BA}","","","",""
-84.31207851039792,34.045492367069485,"Incidental","2016-10-05 13:00:00","Rose-breasted Grosbeak","Dead","AHY M","{D0120C5C-C3A7-4944-8471-6D937E2E6758}","","","",""
-84.40138476242221,33.77575380133295,"Survey","2017-09-28 13:54:00.000001","Common Yellowthroat","Dead","","{4B4B2850-783E-47E4-8B69-6EB6C0B00988}","","","",""
-84.36147255955154,33.85039884260587,"Incidental","","","","","{4A378381-62BF-454F-9BCB-6EEF36D6D533}","","","",""
-84.37117340971089,33.847393691836764,"Incidental","2016-10-23 20:30:55","","Dead","Steve","{F1A2CADA-1609-4A03-9E08-6F58073DA761}","","","",""
-84.3839717228351,33.778493604039795,"Incidental","2016-09-13 13:53:08","Veery","Dead","Dead veery on the north face of the new Starbucks building. ","{B5A0186B-9434-4EC8-9FCA-6F993DE1EE27}","","","",""
-84.3360189531812,33.942086775748784,"Survey","2017-04-15 12:45:39","Unknown Bird","Dead","Feather all around. Neck probably broken ","{D0B0CCD2-EDE1-4DDF-BDD0-6FDA99FCA84F}","","","",""
-84.37321940272054,33.84788105629334,"Survey","2017-04-20 12:57:44","Unknown Bird","Dead","Pile of grey feathers. Might have been just a wing. Discarded. M. Kimberly.","{6A181D6C-5D9D-4206-B6DF-6FE951C23358}","","","",""
-84.33595030572381,33.94262757634303,"Survey","2017-10-05 14:37:20","Ruby-throated Hummingbird","Dead","Found by maintenance staff ","{3F7088C9-27A8-41F6-BBC6-70510BDB5EE9}","","","",""
-84.3982070394783,33.78108521131404,"Incidental","2016-03-20 17:45:00","Unknown Bird","Dead","Very old;Engineered Biosystems Bld.","{5A978205-B9D5-4CBA-939C-70D5B8C26C6A}","","","",""
-84.35822091693784,33.854370647939504,"Incidental","2017-04-28 20:25:42","Wood Thrush","Dead","","{15082A44-E085-49C4-997A-71911A4C84D2}","","","",""
-84.33603772886894,33.942251941143184,"Survey","","Scarlet Tanager","Dead","Bucket # 3","{D528F8FA-ABF6-45F9-A3B8-71AD70C73525}","","","",""
-84.3912236397658,33.760999682993635,"Survey","2016-04-17 11:30:00","Ruby-throated Hummingbird","Dead","Had been dead for a while; dessicated but not decaying.","{866C0196-ADE2-4D38-8991-71D43FCA9877}","","","",""
-84.39086727539765,33.748562454486446,"Incidental","2016-04-05 04:00:00","Cedar Waxwing","Dead","city hall, no red tips on feathers","{336E07C9-6E2D-4C70-AB1A-71DFFA52E92E}","","","",""
-84.37138312500723,33.84736783370851,"Incidental","2016-10-15 22:32:34","","Dead","Steve","{2B031D2F-DE93-4C80-BF01-72481FC71D8C}","","","",""
-84.38879379483862,33.75856015448139,"Survey","2017-04-29 13:19:24","Unknown Bird","Dead","found in a group of seven birds that likely hit the overhead walkway","{61D2BFC5-038F-4317-9B21-72909805EB40}","","","",""
-84.37126185244388,33.84761379634957,"Survey","2016-10-09 13:09:22","Tennessee Warbler","Dead","Found between dumpster and wall of loading dock.","{3387C155-AD7A-4505-9280-730C53EACBE3}","","","",""
-84.33598658508488,33.94217716416885,"Survey","2016-10-11 22:10:15","Brown Thrasher","Dead","","{817E7C55-DA53-4F96-B15D-73B05C7DD926}","","","",""
-84.39066824825656,33.748814999351694,"Incidental","2017-10-30 14:00:00","Orange-crowned Warbler","Dead","Found by Jairo","{C73677F4-27C2-40E3-9171-74488E4BAB3A}","","","",""
-84.39666351013966,33.77972811013713,"Survey","2017-10-10 10:16:01","Scarlet Tanager","Dead","see pictures; GTech; Molecular Sci & Eng.; non-breeding male","{4DCE770E-0B39-4E23-9C7A-746109B0EA51}","","","",""
-84.39089720816123,33.74855353384863,"Incidental","2016-04-05 04:00:00","Cedar Waxwing","Dead","city hall, red tips","{E1423B86-332D-4DD8-8437-746213049275}","","","",""
-84.39805106140224,33.778829594542344,"Survey","2016-09-13 10:25:03","Unknown Warbler","Dead","Very Decomposed; Discarded bird; Marcus Nano. Tech. Bldg.","{494AC023-B68B-4070-81CC-7462D0429BF1}","","","",""
-84.39589530504466,33.773061101533024,"Survey","2017-10-10 12:13:59","Unknown Warbler","Dead","bird in adv. decomposition​.","{021D5B8D-2700-45E6-8B09-7475E4D0D29D}","","","",""
-84.3280329195256,33.921808187505114,"Survey","2017-10-30 09:56:25","Golden-crowned Kinglet","Dead","Bucket bird","{846F9D3A-06D1-4A77-9468-747B00936D0F}","","","",""
-84.36969404793133,33.845911750838965,"Survey","2016-10-09 12:29:35","Song Sparrow","Alive","Right eye was either gone or injured in some way. Bird could not open or see out of it.","{005E6D07-87D5-49BC-B257-74928687D364}","","","",""
-84.37119967465318,33.847283055192264,"Survey","2017-10-18 11:28:30","Gray Catbird","Dead","Collected. Mary Kimberly ","{A42CB1C0-6357-4583-BA85-757817401879}","","","",""
-84.37100854370343,33.847189161057585,"Survey","2017-08-24 13:27:46","House Finch","Dead","Fairly sure of ID. Beginning to decompose. Wet from landscape sprinklers; discarded.","{4976BC31-9483-4C25-B6EE-75829FD9653C}","2017-08-24 13:27:50","Mary Kimberly ","",""
-84.36128832676488,33.85062867599934,"Survey","2017-09-28 11:57:53","Magnolia Warbler","Dead","Collision then flattened by car","{2AA86384-25B5-4937-BEEE-76353AD854EF}","","","",""
-84.39642229362126,33.78002586082934,"Survey","2017-11-14 11:04:08","Unknown Thrush","Dead","GTech Molecular Science and Engineering Bld.","{D7F27234-0735-49B7-A127-766AF02FA13A}","","","",""
-84.37100517681776,33.8471908076434,"Survey","2017-09-14 12:43:25","Unknown Bird","Dead","Skeletal remains only. Discarded. Mary Kimberly ","{BC67D546-1503-4362-A909-767C0F1EF47F}","","","",""
-84.33593522031525,33.94238164686944,"Survey","2017-05-04 13:38:32.000001","Ruby-throated Hummingbird","Dead","","{4FBE4801-4436-40B6-86A7-78BF38CFEFF9}","","","",""
-84.36910181741061,33.845567687654466,"Survey","2016-04-20 11:52:24.000001","Ovenbird","Dead","","{86DE03A3-E295-4CE6-892F-78F334B547EE}","","","",""
-84.39522269147567,33.77608536646974,"Incidental","2016-10-04 11:47:33","Mourning Dove","Dead","Architecture Design bld; S; bagged","{3696400A-631C-4A00-BBF1-79C5AA11DE7A}","","","",""
-84.39084581734045,33.74851562019395,"Incidental","2016-04-05 04:00:00","Cedar Waxwing","Dead","city hall, no red tips on feathers","{FA8D375B-7B42-4472-AB18-7A5A01CAEFB6}","","","",""
-84.36132867010429,33.850390139976646,"Survey","2016-10-07 11:21:36","","Dead","Summer Tanager. No option in dropdown; ants feeding on it","{8C05AA1E-F8B0-4679-B0AB-7AB1C595602B}","","","",""
-84.4019031226805,33.77650596952584,"Survey","2017-09-26 13:48:00","Black-and-white Warbler","Dead","","{E8D302AE-986A-48B4-85E2-7ACA952DF171}","","","",""
-84.39076962852626,33.748212642740484,"Survey","2016-10-12 12:46:57","Gray Catbird","Dead","","{B4BD6835-51A6-43BA-A1D6-7B1A5F907C50}","","","",""
-84.3981786221726,33.78109768337115,"Survey","2017-09-26 10:12:00.000001","Unknown Bird","Dead","Unknown Hummingbird (most likely a Ruby-throated); Engineered Biosystems Bld.","{CF57CE11-62A5-4443-8D1A-7B8E4EBB2EA3}","","","",""
-84.36682738551916,33.846529872872566,"Survey","2017-04-24 12:00:00","Blue Jay","Dead","Bird had been picked up by groundskeeper and was in his bucket, under a bunch of garbage bags. Took a photo, but did not collect. He told me he picked it up ""on the other side of the building "". I've guessed at the location/coordinates.","{B3162E63-FDFC-473F-807D-7B930F7AAF99}","","","",""
-84.33595714100481,33.94219969884474,"Survey","2017-10-13 13:10:53.000001","Ruby-throated Hummingbird","Dead","","{5C7D025A-A0B1-4998-A540-7BBB367D9ED8}","","","",""
-84.36147255955154,33.85039884260587,"","","","","","{27CCADF7-CCE5-4BE7-BA00-7C0F0F29EF64}","","","",""
-84.38889969093925,33.75677661530931,"Survey","2017-05-06 12:14:40","Hooded Warbler","Dead","by front door of Fed ex","{20DA694F-7F02-4AB5-AF68-7C933B96F9C2}","","","",""
-84.36790446734145,33.84622249483117,"Survey","2016-04-25 11:01:37.000001","Yellow-rumped Warbler","Dead","","{6B8257BB-CAA1-4AD5-BBBE-7C97FD8BEB3C}","","","",""
-84.39072581140164,33.762186147593376,"Survey","2017-05-07 11:32:48","Wood Thrush","Dead","Could not collect; in a locked area. Species best guess from distance.","{77E3EF2E-2CDB-4E08-9BFA-7E342F37FB5F}","","","",""
-84.39087800397708,33.748571375123284,"Incidental","2016-04-05 04:00:00","Cedar Waxwing","Dead","city hall, no red tips on feathers","{23D0C225-E1D4-4AA9-A0A8-7E38312549BD}","","","",""
-84.36095652053996,33.850941755849654,"","","","","","{C9049CC6-186C-451A-809E-7E55F9137B33}","","","",""
-84.39603053563093,33.77624973693353,"Incidental","2016-10-11 11:39:21","Wood Thrush","Alive","School of Architecture","{B4A80699-FE63-41AC-B134-7F703F9693D9}","","","",""
-84.33631774811606,33.94242592242478,"Survey","2017-10-05 14:00:00","Tennessee Warbler","Rehab","","{847BA288-FDDB-4CA9-876F-7FA76F1A295A}","","","",""
-84.3902356052427,33.74809650210786,"Incidental","2016-04-09 11:52:54","Cedar Waxwing","Dead","old. still can see facial pattern and yellow tip of tail","{985DF1C9-0DA4-49D3-A766-7FB2661CBBD9}","","","",""
-84.38736555797851,33.757625865089935,"Survey","2017-09-16 10:59:33","Black-and-white Warbler","Dead","","{1D3BADBD-917B-46F6-8AF9-802202BCB757}","","","",""
-84.37233264785581,33.84588269230097,"Survey","2017-10-25 12:57:22","Unknown Bird","Dead","Just a leg. Mary & Gavin ","{DA3CAB0C-4A2C-49F1-8E32-802404CD59E9}","","","",""
-84.32839718547498,33.92165598934904,"Survey","2017-04-13 04:00:00","Rose-breasted Grosbeak","Dead","","{1F7D9302-BF03-4394-9BFF-81EC4E7ED94F}","","","",""
-84.39562890066401,33.774096139343776,"Survey","2017-05-11 11:35:00","Ovenbird","Dead","South side of Price Gilbert Lib;","{F38D83FB-F51C-4A70-83EC-8215469AA9A5}","","","",""
-84.39602819102801,33.778298722761974,"Incidental","2016-10-06 10:58:58","Tennessee Warbler","Dead","Decomposed; Id TBD; bagged","{96E09110-7179-4DD9-A319-8242D80C63AB}","","","",""
-84.39592694999718,33.774560706389,"Survey","2016-05-24 11:29:50","American Robin","Dead","juvenile; Price Gilbert Library Bld.","{0DF6EC35-1E99-4F0B-9999-825C931168A2}","","","",""
-84.37117223651113,33.84723108295756,"Incidental","2016-10-12 17:05:17","Yellow-bellied Sapsucker","Dead","Steve","{00D4DCDF-E1C4-4D94-97DC-827B44EC6043}","","","",""
-84.328276757328,33.92148255078912,"Survey","2016-10-14 13:10:08","Swainson's Thrush","Dead","","{89941757-08DD-41FB-AECB-82AF54AE255A}","","","",""
-84.39585676013245,33.773093952767155,"Survey","2016-10-27 11:33:10","Hermit Thrush","Dead","Coon Bld.,N,Bird bagged","{DEB2EDA7-E351-4E19-AAB7-82CC81882E5B}","","","",""
-84.37387204763907,33.848770586508735,"Survey","2016-10-24 13:24:33.000001","Tennessee Warbler","Dead","Decomposed; disposed","{6ABFFC27-C548-439A-997D-82CD8BDEA7EE}","","","",""
